;ACC04;LREN3;1;1334;1334;1334;10.51;14020.34;14020.34;14020.34;
;ACC01;BBDC4;1;1892;1892;1892;15.90;30082.80;30082.80;30082.80;
;ACC04;ITUB4;1;7109;7109;7109;11.69;83104.21;83104.21;83104.21;
;ACC01;WEGE3;2;3794;3794;3794;16.03;60817.82;60817.82;60817.82;
;ACC09;ABEV3;1;8419;8419;8419;10.43;87810.17;87810.17;87810.17;
;ACC02;PETR4;1;9277;9277;9277;18.11;168006.47;168006.47;168006.47;
;ACC01;ABEV3;1;9738;9738;9738;10.30;100301.40;100301.40;100301.40;
;ACC04;B3SA3;1;6893;6893;6893;13.35;92021.55;92021.55;92021.55;
;ACC10;LREN3;2;9431;9431;9431;12.26;115624.06;115624.06;115624.06;
;ACC08;PETR4;2;1681;1681;1681;13.96;23466.76;23466.76;23466.76;
;ACC07;MGLU3;1;8257;8257;8257;13.57;112047.49;112047.49;112047.49;
;ACC10;BBDC4;1;7067;7067;7067;17.23;121764.41;121764.41;121764.41;
;ACC08;ITUB4;2;8175;8175;8175;16.77;137094.75;137094.75;137094.75;
;ACC06;WEGE3;2;4474;4474;4474;18.77;83976.98;83976.98;83976.98;
;ACC05;WEGE3;2;7494;7494;7494;11.39;85356.66;85356.66;85356.66;
;ACC08;BBAS3;2;7880;7880;7880;17.44;137427.20;137427.20;137427.20;
;ACC03;BBDC4;2;4832;4832;4832;17.80;86009.60;86009.60;86009.60;
;ACC02;ABEV3;2;9466;9466;9466;15.06;142557.96;142557.96;142557.96;
;ACC05;WEGE3;1;9829;9829;9829;11.46;112640.34;112640.34;112640.34;
;ACC10;PETR4;2;3312;3312;3312;11.02;36498.24;36498.24;36498.24;
;ACC06;B3SA3;2;9252;9252;9252;14.33;132581.16;132581.16;132581.16;
;ACC08;LREN3;2;8450;8450;8450;18.20;153790.00;153790.00;153790.00;
;ACC01;VALE3;2;1435;1435;1435;12.15;17435.25;17435.25;17435.25;
;ACC04;ITUB4;2;9933;9933;9933;14.55;144525.15;144525.15;144525.15;
;ACC05;VALE3;1;1359;1359;1359;11.64;15818.76;15818.76;15818.76;
;ACC06;BBAS3;1;7962;7962;7962;15.48;123251.76;123251.76;123251.76;
;ACC09;B3SA3;2;4248;4248;4248;15.94;67713.12;67713.12;67713.12;
;ACC07;B3SA3;1;1967;1967;1967;14.33;28187.11;28187.11;28187.11;
;ACC04;BBAS3;2;1861;1861;1861;12.60;23448.60;23448.60;23448.60;
;ACC07;BBAS3;1;4954;4954;4954;10.02;49639.08;49639.08;49639.08;
;ACC08;ABEV3;1;9684;9684;9684;17.43;168792.12;168792.12;168792.12;
;ACC06;WEGE3;2;9982;9982;9982;19.37;193351.34;193351.34;193351.34;
;ACC10;LREN3;1;5347;5347;5347;18.06;96566.82;96566.82;96566.82;
;ACC05;PETR4;2;1167;1167;1167;10.14;11833.38;11833.38;11833.38;
;ACC01;MGLU3;2;2018;2018;2018;11.80;23812.40;23812.40;23812.40;
;ACC10;WEGE3;2;9971;9971;9971;12.82;127828.22;127828.22;127828.22;
;ACC03;PETR4;1;7175;7175;7175;16.36;117383.00;117383.00;117383.00;
;ACC08;MGLU3;1;7410;7410;7410;14.27;105740.70;105740.70;105740.70;
;ACC09;VALE3;2;2038;2038;2038;13.12;26738.56;26738.56;26738.56;
;ACC01;BBAS3;2;1428;1428;1428;15.46;22076.88;22076.88;22076.88;
;ACC06;WEGE3;1;9966;9966;9966;16.74;166830.84;166830.84;166830.84;
;ACC09;ABEV3;1;6212;6212;6212;19.29;119829.48;119829.48;119829.48;
;ACC07;PETR4;1;7398;7398;7398;11.21;82931.58;82931.58;82931.58;
;ACC05;VALE3;1;2125;2125;2125;14.44;30685.00;30685.00;30685.00;
;ACC05;WEGE3;1;1457;1457;1457;12.37;18023.09;18023.09;18023.09;
;ACC01;BBAS3;1;1484;1484;1484;19.90;29531.60;29531.60;29531.60;
;ACC02;MGLU3;2;4912;4912;4912;14.61;71764.32;71764.32;71764.32;
;ACC07;LREN3;2;8019;8019;8019;15.12;121247.28;121247.28;121247.28;
;ACC01;B3SA3;2;5668;5668;5668;13.13;74420.84;74420.84;74420.84;
;ACC01;VALE3;2;9881;9881;9881;18.03;178154.43;178154.43;178154.43;
;ACC10;B3SA3;2;6916;6916;6916;12.04;83268.64;83268.64;83268.64;
;ACC01;VALE3;2;9295;9295;9295;18.51;172050.45;172050.45;172050.45;
;ACC09;BBDC4;2;6478;6478;6478;15.90;103000.20;103000.20;103000.20;
;ACC01;VALE3;2;7546;7546;7546;16.96;127980.16;127980.16;127980.16;
;ACC08;BBAS3;1;4659;4659;4659;17.20;80134.80;80134.80;80134.80;
;ACC03;BBAS3;1;8555;8555;8555;18.46;157925.30;157925.30;157925.30;
;ACC08;MGLU3;1;6417;6417;6417;13.00;83421.00;83421.00;83421.00;
;ACC08;BBAS3;1;6036;6036;6036;18.88;113959.68;113959.68;113959.68;
;ACC03;ABEV3;2;7058;7058;7058;13.08;92318.64;92318.64;92318.64;
;ACC02;BBAS3;2;5430;5430;5430;19.62;106536.60;106536.60;106536.60;
;ACC09;VALE3;1;7272;7272;7272;13.41;97517.52;97517.52;97517.52;
;ACC08;MGLU3;1;3410;3410;3410;17.70;60357.00;60357.00;60357.00;
;ACC05;ABEV3;1;2602;2602;2602;18.16;47252.32;47252.32;47252.32;
;ACC02;PETR4;1;5288;5288;5288;13.12;69378.56;69378.56;69378.56;
;ACC03;MGLU3;2;7120;7120;7120;19.41;138199.20;138199.20;138199.20;
;ACC03;B3SA3;1;1440;1440;1440;12.95;18648.00;18648.00;18648.00;
;ACC04;WEGE3;1;2583;2583;2583;18.96;48973.68;48973.68;48973.68;
;ACC03;LREN3;2;3961;3961;3961;17.80;70505.80;70505.80;70505.80;
;ACC09;ITUB4;1;2796;2796;2796;11.88;33216.48;33216.48;33216.48;
;ACC09;VALE3;2;5018;5018;5018;11.65;58459.70;58459.70;58459.70;
;ACC05;ITUB4;1;3122;3122;3122;17.19;53667.18;53667.18;53667.18;
;ACC08;ABEV3;2;9126;9126;9126;13.82;126121.32;126121.32;126121.32;
;ACC10;BBDC4;1;4375;4375;4375;10.02;43837.50;43837.50;43837.50;
;ACC04;B3SA3;2;3318;3318;3318;19.44;64501.92;64501.92;64501.92;
;ACC01;BBAS3;1;7092;7092;7092;18.26;129499.92;129499.92;129499.92;
;ACC06;MGLU3;2;5777;5777;5777;15.82;91392.14;91392.14;91392.14;
;ACC06;MGLU3;1;7271;7271;7271;14.12;102666.52;102666.52;102666.52;
;ACC03;ITUB4;1;8953;8953;8953;10.60;94901.80;94901.80;94901.80;
;ACC03;VALE3;2;7415;7415;7415;19.40;143851.00;143851.00;143851.00;
;ACC01;MGLU3;1;4318;4318;4318;12.56;54234.08;54234.08;54234.08;
;ACC04;VALE3;2;9911;9911;9911;11.03;109318.33;109318.33;109318.33;
;ACC02;PETR4;2;2374;2374;2374;17.88;42447.12;42447.12;42447.12;
;ACC05;VALE3;2;8906;8906;8906;19.30;171885.80;171885.80;171885.80;
;ACC09;PETR4;2;5322;5322;5322;13.23;70410.06;70410.06;70410.06;
;ACC10;BBAS3;1;6248;6248;6248;11.72;73226.56;73226.56;73226.56;
;ACC05;WEGE3;2;3824;3824;3824;18.27;69864.48;69864.48;69864.48;
;ACC01;BBAS3;1;6504;6504;6504;12.56;81690.24;81690.24;81690.24;
;ACC05;PETR4;2;3956;3956;3956;12.54;49608.24;49608.24;49608.24;
;ACC02;LREN3;2;2636;2636;2636;19.38;51085.68;51085.68;51085.68;
;ACC01;ITUB4;1;4457;4457;4457;10.21;45505.97;45505.97;45505.97;
;ACC03;BBDC4;1;9886;9886;9886;16.93;167369.98;167369.98;167369.98;
;ACC04;WEGE3;1;6951;6951;6951;17.88;124283.88;124283.88;124283.88;
;ACC05;MGLU3;2;5839;5839;5839;10.71;62535.69;62535.69;62535.69;
;ACC10;BBDC4;1;8860;8860;8860;17.31;153366.60;153366.60;153366.60;
;ACC04;BBAS3;2;6768;6768;6768;16.80;113702.40;113702.40;113702.40;
;ACC09;B3SA3;2;9463;9463;9463;10.71;101348.73;101348.73;101348.73;
;ACC08;MGLU3;1;6012;6012;6012;15.86;95350.32;95350.32;95350.32;
;ACC07;BBDC4;2;4373;4373;4373;16.83;73597.59;73597.59;73597.59;
;ACC08;ITUB4;2;5846;5846;5846;15.78;92249.88;92249.88;92249.88;
;ACC08;ITUB4;2;4160;4160;4160;13.67;56867.20;56867.20;56867.20;
;ACC05;WEGE3;2;2856;2856;2856;10.41;29730.96;29730.96;29730.96;
;ACC09;PETR4;2;6537;6537;6537;18.17;118777.29;118777.29;118777.29;
;ACC03;MGLU3;1;3024;3024;3024;16.33;49381.92;49381.92;49381.92;
;ACC01;MGLU3;1;6030;6030;6030;19.34;116620.20;116620.20;116620.20;
;ACC06;ABEV3;2;1733;1733;1733;14.35;24868.55;24868.55;24868.55;
;ACC01;BBDC4;2;1544;1544;1544;11.22;17323.68;17323.68;17323.68;
;ACC06;PETR4;1;9235;9235;9235;16.84;155517.40;155517.40;155517.40;
;ACC02;VALE3;2;1622;1622;1622;12.81;20777.82;20777.82;20777.82;
;ACC06;ITUB4;1;9670;9670;9670;17.13;165647.10;165647.10;165647.10;
;ACC10;PETR4;2;3639;3639;3639;10.80;39301.20;39301.20;39301.20;
;ACC04;ITUB4;1;4398;4398;4398;10.59;46574.82;46574.82;46574.82;
;ACC09;BBAS3;2;4955;4955;4955;18.05;89437.75;89437.75;89437.75;
;ACC01;PETR4;2;4827;4827;4827;17.67;85293.09;85293.09;85293.09;
;ACC10;WEGE3;1;6819;6819;6819;15.73;107262.87;107262.87;107262.87;
;ACC02;WEGE3;2;8742;8742;8742;17.54;153334.68;153334.68;153334.68;
;ACC07;BBDC4;1;7196;7196;7196;17.98;129384.08;129384.08;129384.08;
;ACC06;ABEV3;1;6425;6425;6425;14.43;92712.75;92712.75;92712.75;
;ACC01;B3SA3;1;3639;3639;3639;17.36;63173.04;63173.04;63173.04;
;ACC03;LREN3;2;8042;8042;8042;16.75;134703.50;134703.50;134703.50;
;ACC07;LREN3;1;1130;1130;1130;16.95;19153.50;19153.50;19153.50;
;ACC06;BBDC4;1;9721;9721;9721;11.83;114999.43;114999.43;114999.43;
;ACC10;BBAS3;1;5263;5263;5263;17.45;91839.35;91839.35;91839.35;
;ACC07;B3SA3;2;7004;7004;7004;13.02;91192.08;91192.08;91192.08;
;ACC05;BBDC4;2;1686;1686;1686;12.97;21867.42;21867.42;21867.42;
;ACC01;BBAS3;1;7986;7986;7986;17.38;138796.68;138796.68;138796.68;
;ACC05;PETR4;2;8822;8822;8822;11.33;99953.26;99953.26;99953.26;
;ACC05;VALE3;1;2396;2396;2396;17.59;42145.64;42145.64;42145.64;
;ACC01;BBDC4;1;2689;2689;2689;12.26;32967.14;32967.14;32967.14;
;ACC02;BBDC4;1;3099;3099;3099;13.33;41309.67;41309.67;41309.67;
;ACC05;BBDC4;2;9385;9385;9385;13.26;124445.10;124445.10;124445.10;
;ACC05;LREN3;1;2306;2306;2306;16.96;39109.76;39109.76;39109.76;
;ACC04;LREN3;2;3157;3157;3157;11.65;36779.05;36779.05;36779.05;
;ACC08;PETR4;2;6154;6154;6154;10.21;62832.34;62832.34;62832.34;
;ACC09;BBDC4;2;2087;2087;2087;15.05;31409.35;31409.35;31409.35;
;ACC03;PETR4;2;9288;9288;9288;10.72;99567.36;99567.36;99567.36;
;ACC09;BBDC4;1;2472;2472;2472;18.99;46943.28;46943.28;46943.28;
;ACC10;VALE3;2;3963;3963;3963;17.69;70105.47;70105.47;70105.47;
;ACC03;BBDC4;2;4209;4209;4209;18.91;79592.19;79592.19;79592.19;
;ACC02;VALE3;2;8218;8218;8218;14.24;117024.32;117024.32;117024.32;
;ACC03;ABEV3;2;1640;1640;1640;12.95;21238.00;21238.00;21238.00;
;ACC06;BBDC4;1;2343;2343;2343;14.71;34465.53;34465.53;34465.53;
;ACC03;B3SA3;2;3651;3651;3651;14.00;51114.00;51114.00;51114.00;
;ACC10;LREN3;2;4531;4531;4531;13.94;63162.14;63162.14;63162.14;
;ACC04;BBDC4;1;8680;8680;8680;10.94;94959.20;94959.20;94959.20;
;ACC09;PETR4;1;4290;4290;4290;11.94;51222.60;51222.60;51222.60;
;ACC02;LREN3;1;4413;4413;4413;16.64;73432.32;73432.32;73432.32;
;ACC09;LREN3;2;3996;3996;3996;15.48;61858.08;61858.08;61858.08;
;ACC01;BBAS3;2;5202;5202;5202;14.75;76729.50;76729.50;76729.50;
;ACC07;WEGE3;1;7959;7959;7959;19.99;159100.41;159100.41;159100.41;
;ACC01;MGLU3;1;1595;1595;1595;12.59;20081.05;20081.05;20081.05;
;ACC04;BBAS3;1;2824;2824;2824;19.26;54390.24;54390.24;54390.24;
;ACC10;ABEV3;1;4707;4707;4707;18.06;85008.42;85008.42;85008.42;
;ACC08;PETR4;1;7067;7067;7067;19.30;136393.10;136393.10;136393.10;
;ACC08;BBAS3;2;3794;3794;3794;11.04;41885.76;41885.76;41885.76;
;ACC07;VALE3;2;2387;2387;2387;14.14;33752.18;33752.18;33752.18;
;ACC01;BBDC4;1;9801;9801;9801;19.56;191707.56;191707.56;191707.56;
;ACC05;ITUB4;2;7162;7162;7162;17.78;127340.36;127340.36;127340.36;
;ACC03;BBDC4;1;7811;7811;7811;15.81;123491.91;123491.91;123491.91;
;ACC05;VALE3;2;1357;1357;1357;18.19;24683.83;24683.83;24683.83;
;ACC05;ABEV3;2;7908;7908;7908;18.42;145665.36;145665.36;145665.36;
;ACC07;ITUB4;2;8968;8968;8968;17.43;156312.24;156312.24;156312.24;
;ACC07;B3SA3;2;1123;1123;1123;14.23;15980.29;15980.29;15980.29;
;ACC01;BBAS3;1;7764;7764;7764;18.43;143090.52;143090.52;143090.52;
;ACC01;WEGE3;2;3838;3838;3838;13.10;50277.80;50277.80;50277.80;
;ACC02;ABEV3;1;1240;1240;1240;17.27;21414.80;21414.80;21414.80;
;ACC06;ABEV3;1;7073;7073;7073;13.07;92444.11;92444.11;92444.11;
;ACC09;MGLU3;2;1783;1783;1783;16.26;28991.58;28991.58;28991.58;
;ACC02;ITUB4;1;1249;1249;1249;11.52;14388.48;14388.48;14388.48;
;ACC03;B3SA3;1;5844;5844;5844;17.18;100399.92;100399.92;100399.92;
;ACC02;WEGE3;1;5757;5757;5757;15.24;87736.68;87736.68;87736.68;
;ACC08;MGLU3;2;6454;6454;6454;12.46;80416.84;80416.84;80416.84;
;ACC09;BBAS3;2;1340;1340;1340;15.39;20622.60;20622.60;20622.60;
;ACC05;BBAS3;1;2743;2743;2743;19.05;52254.15;52254.15;52254.15;
;ACC07;LREN3;2;8467;8467;8467;17.54;148511.18;148511.18;148511.18;
;ACC03;LREN3;1;4030;4030;4030;19.37;78061.10;78061.10;78061.10;
;ACC10;B3SA3;2;1380;1380;1380;14.74;20341.20;20341.20;20341.20;
;ACC10;BBAS3;2;9839;9839;9839;14.53;142960.67;142960.67;142960.67;
