8=FIX.4.4|9=198|35=8|34=10|49=SYSTEM|52=20250429-14:56:50.824|56=DROPCOPY|1=ACC10|6=18.51|11=11b8bcda-f|14=5970|31=18.51|32=5970|37=ccf378a7-1|38=5970|39=2|54=1|55=ITUB4|60=20250429-14:56:50.824|150=F|5149=TRADER3|10=162|
8=FIX.4.4|9=198|35=8|34=11|49=SYSTEM|52=20250429-14:56:50.825|56=DROPCOPY|1=ACC07|6=18.95|11=3d000eea-3|14=1181|31=18.95|32=1181|37=fff27b63-f|38=1181|39=2|54=2|55=WEGE3|60=20250429-14:56:50.825|150=F|5149=TRADER1|10=093|
8=FIX.4.4|9=198|35=8|34=12|49=SYSTEM|52=20250429-14:56:50.825|56=DROPCOPY|1=ACC08|6=19.03|11=d27a1d64-a|14=2606|31=19.03|32=2606|37=573c4b42-f|38=2606|39=2|54=1|55=WEGE3|60=20250429-14:56:50.825|150=F|5149=TRADER5|10=248|
8=FIX.4.4|9=198|35=8|34=13|49=SYSTEM|52=20250429-14:56:50.825|56=DROPCOPY|1=ACC10|6=17.90|11=052e43c3-9|14=5111|31=17.90|32=5111|37=2acea14b-4|38=5111|39=2|54=1|55=PETR4|60=20250429-14:56:50.825|150=F|5149=TRADER4|10=242|
8=FIX.4.4|9=198|35=8|34=14|49=SYSTEM|52=20250429-14:56:50.825|56=DROPCOPY|1=ACC03|6=17.51|11=24d0f768-b|14=8077|31=17.51|32=8077|37=cc2e70d3-0|38=8077|39=2|54=2|55=ABEV3|60=20250429-14:56:50.825|150=F|5149=TRADER2|10=003|
8=FIX.4.4|9=198|35=8|34=15|49=SYSTEM|52=20250429-14:56:50.825|56=DROPCOPY|1=ACC05|6=12.44|11=518d7da1-8|14=5907|31=12.44|32=5907|37=8b77c182-3|38=5907|39=2|54=2|55=WEGE3|60=20250429-14:56:50.825|150=F|5149=TRADER3|10=182|
8=FIX.4.4|9=198|35=8|34=16|49=SYSTEM|52=20250429-14:56:50.825|56=DROPCOPY|1=ACC07|6=19.82|11=c27a42f0-7|14=5923|31=19.82|32=5923|37=cfd79f30-5|38=5923|39=2|54=1|55=BBDC4|60=20250429-14:56:50.825|150=F|5149=TRADER4|10=004|
8=FIX.4.4|9=198|35=8|34=17|49=SYSTEM|52=20250429-14:56:50.825|56=DROPCOPY|1=ACC01|6=13.71|11=1c4b4c1f-4|14=5210|31=13.71|32=5210|37=7f6391c6-9|38=5210|39=2|54=1|55=BBAS3|60=20250429-14:56:50.825|150=F|5149=TRADER1|10=170|
8=FIX.4.4|9=198|35=8|34=18|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC05|6=12.95|11=836e24f1-8|14=8714|31=12.95|32=8714|37=0baeb7bb-4|38=8714|39=2|54=1|55=VALE3|60=20250429-14:56:50.826|150=F|5149=TRADER3|10=071|
8=FIX.4.4|9=198|35=8|34=19|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC06|6=16.88|11=171b1151-5|14=5029|31=16.88|32=5029|37=acf79265-7|38=5029|39=2|54=2|55=BBAS3|60=20250429-14:56:50.826|150=F|5149=TRADER3|10=124|
8=FIX.4.4|9=198|35=8|34=20|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC07|6=17.17|11=73c27957-5|14=6228|31=17.17|32=6228|37=df48bf57-c|38=6228|39=2|54=2|55=WEGE3|60=20250429-14:56:50.826|150=F|5149=TRADER4|10=245|
8=FIX.4.4|9=198|35=8|34=21|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC05|6=13.80|11=a8efbf03-c|14=8489|31=13.80|32=8489|37=43ebd87a-0|38=8489|39=2|54=2|55=WEGE3|60=20250429-14:56:50.826|150=F|5149=TRADER5|10=181|
8=FIX.4.4|9=198|35=8|34=22|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC07|6=17.78|11=f97f8f64-c|14=9317|31=17.78|32=9317|37=d8ef120d-a|38=9317|39=2|54=1|55=VALE3|60=20250429-14:56:50.826|150=F|5149=TRADER3|10=146|
8=FIX.4.4|9=198|35=8|34=23|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC03|6=12.87|11=f2a06df0-2|14=6613|31=12.87|32=6613|37=f9f9c6b5-c|38=6613|39=2|54=2|55=MGLU3|60=20250429-14:56:50.826|150=F|5149=TRADER3|10=125|
8=FIX.4.4|9=198|35=8|34=24|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC06|6=15.54|11=c0b2a500-4|14=9442|31=15.54|32=9442|37=37b6a95b-6|38=9442|39=2|54=2|55=PETR4|60=20250429-14:56:50.826|150=F|5149=TRADER4|10=234|
8=FIX.4.4|9=198|35=8|34=25|49=SYSTEM|52=20250429-14:56:50.826|56=DROPCOPY|1=ACC03|6=11.31|11=047ff9c1-7|14=1070|31=11.31|32=1070|37=df27dd01-5|38=1070|39=2|54=2|55=ABEV3|60=20250429-14:56:50.826|150=F|5149=TRADER5|10=218|
8=FIX.4.4|9=198|35=8|34=26|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC10|6=14.77|11=276930e1-5|14=7378|31=14.77|32=7378|37=cc4d078e-1|38=7378|39=2|54=1|55=VALE3|60=20250429-14:56:50.827|150=F|5149=TRADER4|10=205|
8=FIX.4.4|9=198|35=8|34=27|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC05|6=18.86|11=a130f1db-d|14=8301|31=18.86|32=8301|37=68aab76d-e|38=8301|39=2|54=1|55=BBAS3|60=20250429-14:56:50.827|150=F|5149=TRADER2|10=134|
8=FIX.4.4|9=198|35=8|34=28|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC01|6=18.22|11=94d1523a-d|14=6146|31=18.22|32=6146|37=77f811b6-e|38=6146|39=2|54=2|55=PETR4|60=20250429-14:56:50.827|150=F|5149=TRADER1|10=240|
8=FIX.4.4|9=198|35=8|34=29|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC05|6=14.49|11=247e6a61-9|14=7282|31=14.49|32=7282|37=63de78d3-a|38=7282|39=2|54=1|55=VALE3|60=20250429-14:56:50.827|150=F|5149=TRADER4|10=249|
8=FIX.4.4|9=198|35=8|34=30|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC08|6=12.27|11=dd67e559-c|14=6592|31=12.27|32=6592|37=305de04d-1|38=6592|39=2|54=2|55=ITUB4|60=20250429-14:56:50.827|150=F|5149=TRADER4|10=039|
8=FIX.4.4|9=198|35=8|34=31|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC08|6=17.24|11=fe880af7-d|14=5880|31=17.24|32=5880|37=5f85dc3d-4|38=5880|39=2|54=1|55=MGLU3|60=20250429-14:56:50.827|150=F|5149=TRADER3|10=148|
8=FIX.4.4|9=198|35=8|34=32|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC10|6=15.63|11=ecab5279-8|14=5685|31=15.63|32=5685|37=b458cd3a-0|38=5685|39=2|54=2|55=WEGE3|60=20250429-14:56:50.827|150=F|5149=TRADER5|10=080|
8=FIX.4.4|9=198|35=8|34=33|49=SYSTEM|52=20250429-14:56:50.827|56=DROPCOPY|1=ACC10|6=10.49|11=1d4e5760-9|14=5178|31=10.49|32=5178|37=ccc3b1ca-c|38=5178|39=2|54=1|55=BBAS3|60=20250429-14:56:50.827|150=F|5149=TRADER1|10=088|
8=FIX.4.4|9=198|35=8|34=34|49=SYSTEM|52=20250429-14:56:50.828|56=DROPCOPY|1=ACC01|6=16.14|11=9f762093-7|14=3427|31=16.14|32=3427|37=a290654f-f|38=3427|39=2|54=2|55=PETR4|60=20250429-14:56:50.828|150=F|5149=TRADER3|10=152|
8=FIX.4.4|9=198|35=8|34=35|49=SYSTEM|52=20250429-14:56:50.828|56=DROPCOPY|1=ACC10|6=15.67|11=e7659183-c|14=1038|31=15.67|32=1038|37=cfe8dd1d-e|38=1038|39=2|54=2|55=BBDC4|60=20250429-14:56:50.828|150=F|5149=TRADER2|10=089|
8=FIX.4.4|9=198|35=8|34=36|49=SYSTEM|52=20250429-14:56:50.828|56=DROPCOPY|1=ACC10|6=18.00|11=53d4b2a9-d|14=8660|31=18.00|32=8660|37=2993634b-5|38=8660|39=2|54=2|55=ABEV3|60=20250429-14:56:50.828|150=F|5149=TRADER5|10=169|
8=FIX.4.4|9=198|35=8|34=37|49=SYSTEM|52=20250429-14:56:50.828|56=DROPCOPY|1=ACC02|6=16.51|11=a4553651-7|14=4195|31=16.51|32=4195|37=88b194cb-a|38=4195|39=2|54=2|55=WEGE3|60=20250429-14:56:50.828|150=F|5149=TRADER3|10=182|
8=FIX.4.4|9=198|35=8|34=38|49=SYSTEM|52=20250429-14:56:50.828|56=DROPCOPY|1=ACC08|6=18.66|11=9efcbf1b-d|14=3860|31=18.66|32=3860|37=aff1a580-a|38=3860|39=2|54=1|55=BBDC4|60=20250429-14:56:50.828|150=F|5149=TRADER5|10=244|
8=FIX.4.4|9=198|35=8|34=39|49=SYSTEM|52=20250429-14:56:50.828|56=DROPCOPY|1=ACC10|6=10.04|11=4747d77e-7|14=3855|31=10.04|32=3855|37=f287e104-2|38=3855|39=2|54=2|55=PETR4|60=20250429-14:56:50.828|150=F|5149=TRADER4|10=158|
8=FIX.4.4|9=198|35=8|34=40|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC07|6=11.99|11=af922fe8-1|14=2403|31=11.99|32=2403|37=42f66518-5|38=2403|39=2|54=1|55=BBAS3|60=20250429-14:56:50.829|150=F|5149=TRADER2|10=157|
8=FIX.4.4|9=198|35=8|34=41|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC09|6=17.35|11=c75591b3-1|14=9169|31=17.35|32=9169|37=90d85479-1|38=9169|39=2|54=1|55=LREN3|60=20250429-14:56:50.829|150=F|5149=TRADER1|10=128|
8=FIX.4.4|9=198|35=8|34=42|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC03|6=14.29|11=d5e6859b-9|14=9504|31=14.29|32=9504|37=405d4946-1|38=9504|39=2|54=2|55=B3SA3|60=20250429-14:56:50.829|150=F|5149=TRADER2|10=119|
8=FIX.4.4|9=198|35=8|34=43|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC05|6=14.47|11=a169cd04-0|14=1018|31=14.47|32=1018|37=0ec62fcd-6|38=1018|39=2|54=2|55=ABEV3|60=20250429-14:56:50.829|150=F|5149=TRADER4|10=030|
8=FIX.4.4|9=198|35=8|34=44|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC03|6=10.79|11=f8d1e898-9|14=8670|31=10.79|32=8670|37=d33af7fc-3|38=8670|39=2|54=1|55=VALE3|60=20250429-14:56:50.829|150=F|5149=TRADER5|10=105|
8=FIX.4.4|9=198|35=8|34=45|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC05|6=11.50|11=83d48623-1|14=9898|31=11.50|32=9898|37=9ba19ecc-c|38=9898|39=2|54=2|55=VALE3|60=20250429-14:56:50.829|150=F|5149=TRADER3|10=059|
8=FIX.4.4|9=198|35=8|34=46|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC08|6=16.22|11=16b8a89f-3|14=8091|31=16.22|32=8091|37=eb8a330f-a|38=8091|39=2|54=2|55=BBDC4|60=20250429-14:56:50.829|150=F|5149=TRADER3|10=041|
8=FIX.4.4|9=198|35=8|34=47|49=SYSTEM|52=20250429-14:56:50.829|56=DROPCOPY|1=ACC05|6=15.28|11=1caa80c9-9|14=8949|31=15.28|32=8949|37=b3ac9895-a|38=8949|39=2|54=2|55=WEGE3|60=20250429-14:56:50.829|150=F|5149=TRADER1|10=114|
8=FIX.4.4|9=198|35=8|34=48|49=SYSTEM|52=20250429-14:56:50.830|56=DROPCOPY|1=ACC09|6=18.26|11=fef9590b-a|14=7956|31=18.26|32=7956|37=007a78a4-8|38=7956|39=2|54=2|55=WEGE3|60=20250429-14:56:50.830|150=F|5149=TRADER3|10=053|
8=FIX.4.4|9=198|35=8|34=49|49=SYSTEM|52=20250429-14:56:50.830|56=DROPCOPY|1=ACC03|6=11.80|11=27d62487-e|14=4473|31=11.80|32=4473|37=ee7fc34f-9|38=4473|39=2|54=1|55=ABEV3|60=20250429-14:56:50.830|150=F|5149=TRADER4|10=011|
8=FIX.4.4|9=198|35=8|34=50|49=SYSTEM|52=20250429-14:56:50.830|56=DROPCOPY|1=ACC09|6=17.06|11=835db368-5|14=5008|31=17.06|32=5008|37=eb47060d-8|38=5008|39=2|54=1|55=B3SA3|60=20250429-14:56:50.830|150=F|5149=TRADER1|10=125|
8=FIX.4.4|9=198|35=8|34=51|49=SYSTEM|52=20250429-14:56:50.830|56=DROPCOPY|1=ACC08|6=10.67|11=8355363b-e|14=1676|31=10.67|32=1676|37=f46958a0-2|38=1676|39=2|54=1|55=VALE3|60=20250429-14:56:50.830|150=F|5149=TRADER4|10=133|
8=FIX.4.4|9=198|35=8|34=52|49=SYSTEM|52=20250429-14:56:50.830|56=DROPCOPY|1=ACC06|6=12.47|11=bf7f71dd-f|14=3294|31=12.47|32=3294|37=d5fafcee-a|38=3294|39=2|54=1|55=BBDC4|60=20250429-14:56:50.830|150=F|5149=TRADER4|10=064|
8=FIX.4.4|9=198|35=8|34=53|49=SYSTEM|52=20250429-14:56:50.830|56=DROPCOPY|1=ACC04|6=18.36|11=27d6a8f2-0|14=7470|31=18.36|32=7470|37=eef83f45-5|38=7470|39=2|54=1|55=VALE3|60=20250429-14:56:50.830|150=F|5149=TRADER3|10=022|
8=FIX.4.4|9=198|35=8|34=54|49=SYSTEM|52=20250429-14:56:50.830|56=DROPCOPY|1=ACC10|6=18.08|11=50396580-6|14=4750|31=18.08|32=4750|37=c0056f76-4|38=4750|39=2|54=1|55=LREN3|60=20250429-14:56:50.830|150=F|5149=TRADER3|10=033|
8=FIX.4.4|9=198|35=8|34=55|49=SYSTEM|52=20250429-14:56:50.831|56=DROPCOPY|1=ACC07|6=16.72|11=c6d441ca-f|14=1551|31=16.72|32=1551|37=891a236f-6|38=1551|39=2|54=2|55=BBAS3|60=20250429-14:56:50.831|150=F|5149=TRADER5|10=241|
8=FIX.4.4|9=198|35=8|34=56|49=SYSTEM|52=20250429-14:56:50.831|56=DROPCOPY|1=ACC01|6=12.55|11=2b7f0e87-d|14=7227|31=12.55|32=7227|37=cb946103-d|38=7227|39=2|54=2|55=LREN3|60=20250429-14:56:50.831|150=F|5149=TRADER3|10=014|
8=FIX.4.4|9=198|35=8|34=57|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC10|6=19.37|11=f06131ae-e|14=4914|31=19.37|32=4914|37=b7aa8671-f|38=4914|39=2|54=1|55=PETR4|60=20250429-14:56:50.832|150=F|5149=TRADER2|10=082|
8=FIX.4.4|9=198|35=8|34=58|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC03|6=11.79|11=e1d29ed9-a|14=4345|31=11.79|32=4345|37=df6335a2-6|38=4345|39=2|54=2|55=MGLU3|60=20250429-14:56:50.832|150=F|5149=TRADER3|10=079|
8=FIX.4.4|9=198|35=8|34=59|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC03|6=13.02|11=7d225e81-6|14=7949|31=13.02|32=7949|37=ffa0b138-c|38=7949|39=2|54=1|55=BBDC4|60=20250429-14:56:50.832|150=F|5149=TRADER1|10=253|
8=FIX.4.4|9=198|35=8|34=60|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC07|6=15.39|11=65dfa0f0-3|14=7939|31=15.39|32=7939|37=1edc12ba-3|38=7939|39=2|54=2|55=WEGE3|60=20250429-14:56:50.832|150=F|5149=TRADER5|10=126|
8=FIX.4.4|9=198|35=8|34=61|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC07|6=19.70|11=c4bb4548-b|14=9239|31=19.70|32=9239|37=7f428c95-3|38=9239|39=2|54=2|55=MGLU3|60=20250429-14:56:50.832|150=F|5149=TRADER1|10=003|
8=FIX.4.4|9=198|35=8|34=62|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC02|6=18.25|11=68bf771e-b|14=4188|31=18.25|32=4188|37=7c24602d-8|38=4188|39=2|54=2|55=LREN3|60=20250429-14:56:50.832|150=F|5149=TRADER2|10=243|
8=FIX.4.4|9=198|35=8|34=63|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC01|6=14.63|11=8060d166-5|14=9445|31=14.63|32=9445|37=0b65f25c-5|38=9445|39=2|54=2|55=PETR4|60=20250429-14:56:50.832|150=F|5149=TRADER1|10=146|
8=FIX.4.4|9=198|35=8|34=64|49=SYSTEM|52=20250429-14:56:50.832|56=DROPCOPY|1=ACC05|6=19.03|11=dd1bfc0b-f|14=4534|31=19.03|32=4534|37=38830f98-7|38=4534|39=2|54=2|55=VALE3|60=20250429-14:56:50.832|150=F|5149=TRADER2|10=058|
8=FIX.4.4|9=198|35=8|34=65|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC07|6=12.04|11=00777634-7|14=1158|31=12.04|32=1158|37=8ab0f8db-6|38=1158|39=2|54=1|55=LREN3|60=20250429-14:56:50.833|150=F|5149=TRADER1|10=165|
8=FIX.4.4|9=198|35=8|34=66|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC03|6=10.62|11=29374196-c|14=9607|31=10.62|32=9607|37=a25c41f2-2|38=9607|39=2|54=1|55=ITUB4|60=20250429-14:56:50.833|150=F|5149=TRADER5|10=139|
8=FIX.4.4|9=198|35=8|34=67|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC10|6=18.84|11=ea3caab1-d|14=2859|31=18.84|32=2859|37=77f581f4-b|38=2859|39=2|54=2|55=PETR4|60=20250429-14:56:50.833|150=F|5149=TRADER2|10=202|
8=FIX.4.4|9=198|35=8|34=68|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC06|6=16.72|11=c0779c4d-9|14=6233|31=16.72|32=6233|37=13669799-d|38=6233|39=2|54=2|55=MGLU3|60=20250429-14:56:50.833|150=F|5149=TRADER5|10=165|
8=FIX.4.4|9=198|35=8|34=69|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC05|6=13.79|11=12b9b00b-1|14=7553|31=13.79|32=7553|37=c45edcbe-2|38=7553|39=2|54=2|55=MGLU3|60=20250429-14:56:50.833|150=F|5149=TRADER1|10=123|
8=FIX.4.4|9=198|35=8|34=70|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC05|6=17.35|11=771044f9-0|14=3641|31=17.35|32=3641|37=40d8d94a-f|38=3641|39=2|54=2|55=BBDC4|60=20250429-14:56:50.833|150=F|5149=TRADER2|10=139|
8=FIX.4.4|9=198|35=8|34=71|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC05|6=18.64|11=12b3a13c-c|14=4264|31=18.64|32=4264|37=c8be8599-3|38=4264|39=2|54=2|55=LREN3|60=20250429-14:56:50.833|150=F|5149=TRADER1|10=021|
8=FIX.4.4|9=198|35=8|34=72|49=SYSTEM|52=20250429-14:56:50.833|56=DROPCOPY|1=ACC02|6=15.85|11=6abe5569-5|14=5285|31=15.85|32=5285|37=06bf5ac5-d|38=5285|39=2|54=1|55=BBAS3|60=20250429-14:56:50.833|150=F|5149=TRADER3|10=060|
8=FIX.4.4|9=198|35=8|34=73|49=SYSTEM|52=20250429-14:56:50.834|56=DROPCOPY|1=ACC08|6=16.86|11=87d736aa-5|14=4248|31=16.86|32=4248|37=b895dd82-c|38=4248|39=2|54=2|55=B3SA3|60=20250429-14:56:50.834|150=F|5149=TRADER3|10=016|
8=FIX.4.4|9=198|35=8|34=74|49=SYSTEM|52=20250429-14:56:50.834|56=DROPCOPY|1=ACC03|6=15.84|11=daaf80d7-1|14=8300|31=15.84|32=8300|37=2b7006cc-e|38=8300|39=2|54=1|55=MGLU3|60=20250429-14:56:50.834|150=F|5149=TRADER4|10=098|
8=FIX.4.4|9=198|35=8|34=75|49=SYSTEM|52=20250429-14:56:50.834|56=DROPCOPY|1=ACC07|6=16.17|11=3eb8aec4-0|14=7738|31=16.17|32=7738|37=f7e74a34-a|38=7738|39=2|54=1|55=PETR4|60=20250429-14:56:50.834|150=F|5149=TRADER1|10=152|
8=FIX.4.4|9=198|35=8|34=76|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC05|6=17.90|11=466b603c-8|14=2275|31=17.90|32=2275|37=03439c79-c|38=2275|39=2|54=1|55=ITUB4|60=20250429-14:56:50.835|150=F|5149=TRADER1|10=149|
8=FIX.4.4|9=198|35=8|34=77|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC08|6=11.22|11=51aa7d1f-2|14=2425|31=11.22|32=2425|37=08c47c45-e|38=2425|39=2|54=1|55=PETR4|60=20250429-14:56:50.835|150=F|5149=TRADER2|10=006|
8=FIX.4.4|9=198|35=8|34=78|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC04|6=15.56|11=b194af72-4|14=2344|31=15.56|32=2344|37=446615a7-6|38=2344|39=2|54=1|55=VALE3|60=20250429-14:56:50.835|150=F|5149=TRADER2|10=126|
8=FIX.4.4|9=198|35=8|34=79|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC04|6=16.71|11=5ddc713e-d|14=9076|31=16.71|32=9076|37=68a0236f-c|38=9076|39=2|54=2|55=BBDC4|60=20250429-14:56:50.835|150=F|5149=TRADER1|10=053|
8=FIX.4.4|9=198|35=8|34=80|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC10|6=17.94|11=64f7dceb-1|14=2855|31=17.94|32=2855|37=ebabf2ba-0|38=2855|39=2|54=2|55=BBDC4|60=20250429-14:56:50.835|150=F|5149=TRADER5|10=232|
8=FIX.4.4|9=198|35=8|34=81|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC06|6=15.83|11=0d55f4c3-f|14=4375|31=15.83|32=4375|37=2ab3144b-6|38=4375|39=2|54=2|55=WEGE3|60=20250429-14:56:50.835|150=F|5149=TRADER3|10=015|
8=FIX.4.4|9=198|35=8|34=82|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC03|6=10.27|11=e4eb3e32-6|14=2430|31=10.27|32=2430|37=f2970832-1|38=2430|39=2|54=1|55=WEGE3|60=20250429-14:56:50.835|150=F|5149=TRADER3|10=140|
8=FIX.4.4|9=198|35=8|34=83|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC10|6=13.86|11=9c0066c5-9|14=4383|31=13.86|32=4383|37=d720ff07-b|38=4383|39=2|54=2|55=BBDC4|60=20250429-14:56:50.835|150=F|5149=TRADER2|10=204|
8=FIX.4.4|9=198|35=8|34=84|49=SYSTEM|52=20250429-14:56:50.835|56=DROPCOPY|1=ACC10|6=12.26|11=343e9e4e-c|14=2384|31=12.26|32=2384|37=2137d128-9|38=2384|39=2|54=1|55=BBAS3|60=20250429-14:56:50.835|150=F|5149=TRADER4|10=156|
8=FIX.4.4|9=198|35=8|34=85|49=SYSTEM|52=20250429-14:56:50.836|56=DROPCOPY|1=ACC04|6=19.85|11=6b75db07-f|14=1165|31=19.85|32=1165|37=722f71b6-4|38=1165|39=2|54=1|55=ABEV3|60=20250429-14:56:50.836|150=F|5149=TRADER5|10=227|
8=FIX.4.4|9=198|35=8|34=86|49=SYSTEM|52=20250429-14:56:50.836|56=DROPCOPY|1=ACC08|6=11.85|11=8ae0817f-0|14=5434|31=11.85|32=5434|37=16c22af6-e|38=5434|39=2|54=2|55=VALE3|60=20250429-14:56:50.836|150=F|5149=TRADER5|10=020|
8=FIX.4.4|9=198|35=8|34=87|49=SYSTEM|52=20250429-14:56:50.836|56=DROPCOPY|1=ACC06|6=10.96|11=83654d8e-8|14=7877|31=10.96|32=7877|37=3554a57f-6|38=7877|39=2|54=2|55=PETR4|60=20250429-14:56:50.836|150=F|5149=TRADER5|10=217|
